sector,amount,objective,end_month,end-year,end_quarter,start_month,start_year,start_quarter,Is_Weekend,result,reach,impressions
Travel,56.39,post engagement,7,2021,3,6,2021,2,False,11.862948332828584,12.017342598155052,12.759799700289019
Ecommerce & Retail,16.54,pages likes,11,2021,4,11,2021,4,False,4.859812404361672,9.306468399070404,9.439306936593182
Ecommerce & Retail,511.0,Messages,2,2022,1,1,2022,1,True,5.267858159063328,11.129979878291934,11.945123379480066
Ecommerce & Retail,5.99,Traffic,8,2021,3,8,2021,3,False,4.23410650459726,8.963288275610298,9.141847375530883
Ecommerce & Retail,20.0,Messages,2,2021,1,2,2021,1,False,3.4965075614664802,8.927048647825695,9.68700923909068
Automotive,38.37,post engagement,8,2021,3,8,2021,3,False,7.684783943522785,10.69758805131066,11.293636973355513
Ecommerce & Retail,20.0,Traffic,1,2021,1,1,2021,1,False,6.690842277418564,11.322043371112159,12.01233618592092
Ecommerce & Retail,20.0,post engagement,12,2021,4,12,2021,4,False,7.777373602657861,10.062924236792623,10.824427460224394
B2B,1.27,Traffic,9,2020,3,9,2020,3,False,4.007333185232471,8.646992628951082,8.74321260347591
Ecommerce & Retail,5.94,Messages,7,2021,3,7,2021,3,False,0.6931471805599453,8.608677881538416,8.922791623969637
Travel,152.34,Messages,10,2021,4,10,2021,4,False,5.389071729816501,12.43299305552588,13.03321080059071
Travel,1.78,pages likes,12,2019,4,12,2019,4,False,3.871201010907891,7.705262474866325,7.710653323501202
Travel,140.21,Traffic,1,2022,1,11,2021,4,False,9.275472466913964,12.98754658758211,14.281570169788269
Ecommerce & Retail,234.65,Traffic,12,2021,4,12,2021,4,False,8.873047798971067,12.122006019411725,12.898439521731843
Travel,27.8,Messages,2,2019,1,2,2019,1,False,4.770684624465665,11.082773119257247,11.652800444434716
Ecommerce & Retail,15.0,Traffic,11,2020,4,11,2020,4,False,6.779921907472252,11.232377881419048,11.678117817685447
Ecommerce & Retail,60.01,post engagement,7,2019,3,7,2019,3,False,7.9229859587111955,10.931605843591019,11.778262230253453
B2B,146.96,lead generation,4,2019,2,4,2019,2,False,2.9444389791664403,10.624395803881464,11.948777511285073
Automotive,51.51,lead generation,1,2022,1,1,2022,1,False,2.5649493574615367,8.253748343328501,8.327967858305488
B2B,283.21,lead generation,3,2022,1,12,2021,4,True,4.5217885770490405,11.46121102928355,12.17574229572234
Ecommerce & Retail,34.89,Traffic,6,2021,2,6,2021,2,False,8.494538500851432,12.30964856975153,13.112199903837867
B2B,13.88,post engagement,10,2020,4,9,2020,3,False,6.272877006546167,9.282009658666542,9.411974239802511
Ecommerce & Retail,11.86,Messages,4,2020,2,4,2020,2,True,4.418840607796598,9.996294602122335,10.521156591920116
Ecommerce & Retail,6.0,Traffic,10,2021,4,10,2021,4,False,4.890349128221754,9.398892478520773,9.593150789519541
Ecommerce & Retail,10.0,Traffic,2,2021,1,2,2021,1,False,7.57353126274595,11.227826719520717,11.508967643115884
Ecommerce & Retail,121.11,Traffic,8,2021,3,8,2021,3,False,8.112227958349724,11.745916371538772,13.51403242263566
Automotive,28.26,CONVERSIONS,3,2022,1,3,2022,1,True,1.791759469228055,9.7611172112444,10.167581090179292
Ecommerce & Retail,35.5,Traffic,3,2020,1,3,2020,1,False,5.484796933490655,9.154298981092557,9.378478484253662
Automotive,151.48,Traffic,9,2021,3,9,2021,3,False,8.839421607620602,11.753004792990641,13.840340722069612
Travel,66.07,post engagement,2,2019,1,2,2019,1,False,8.150467911624004,11.305987392690444,11.93791211512218
Ecommerce & Retail,349.05,Traffic,12,2021,4,11,2021,4,False,9.262268464836541,12.460431878130624,13.352110675903093
Ecommerce & Retail,87.25,post engagement,1,2021,1,1,2021,1,False,6.890609120147166,11.062143902371083,11.78947328100547
Ecommerce & Retail,4.29,post engagement,10,2020,4,9,2020,3,False,5.438079308923196,8.790573479157159,8.795127912413138
Ecommerce & Retail,23.26,Messages,4,2020,2,4,2020,2,True,4.499809670330265,10.547680805518146,11.312484743062132
Ecommerce & Retail,16.0,lead generation,12,2020,4,11,2020,4,False,1.3862943611198906,9.25770094333602,9.63782786411884
B2B,262.0,lead generation,2,2022,1,2,2022,1,False,4.997212273764115,11.168602491804302,11.976143624900942
Ecommerce & Retail,7.14,post engagement,5,2022,2,5,2022,2,False,5.82600010738045,9.712629664719888,9.820051594294094
Ecommerce & Retail,3.86,post engagement,5,2020,2,5,2020,2,False,5.472270673671475,9.264544425989694,9.360655132635051
Travel,2.71,post engagement,7,2019,3,7,2019,3,False,4.795790545596741,7.449498005382849,7.510430556378006
Ecommerce & Retail,6.81,post engagement,5,2021,2,5,2021,2,False,6.960347729101308,9.728360056322414,9.886544831805816
Ecommerce & Retail,25.57,post engagement,12,2020,4,12,2020,4,False,6.6039438246004725,10.460184799958176,10.787833437827631
Ecommerce & Retail,12.0,Traffic,7,2021,3,7,2021,3,False,5.58724865840025,9.688126141663973,10.158052248525081
Ecommerce & Retail,59.55,Messages,4,2022,2,4,2022,2,False,4.07753744390572,10.593479761402772,11.104280305855433
Travel,37.29,post engagement,1,2019,1,1,2019,1,True,9.155672970633875,12.240672120267552,12.586558349927325
Ecommerce & Retail,7.01,post engagement,9,2021,3,9,2021,3,False,8.111928063310739,10.028444791940512,10.30735137927732
Ecommerce & Retail,51.97,pages likes,10,2021,4,9,2021,3,False,6.814542897259958,10.083848855954896,10.682009354665388
Travel,214.57,post engagement,1,2022,1,12,2021,4,True,7.784057002639929,11.444411050433065,12.321198821525272
Ecommerce & Retail,5.0,post engagement,7,2021,3,7,2021,3,True,5.58724865840025,8.105005537547246,8.27664912542186
Ecommerce & Retail,38.05,CONVERSIONS,5,2022,2,5,2022,2,False,3.258096538021482,10.304978105888882,11.417196197360877
Travel,169.57,Messages,11,2021,4,10,2021,4,True,6.210600077024653,11.33477917958675,12.415595859749274
Ecommerce & Retail,2.18,post engagement,3,2020,1,3,2020,1,False,2.4849066497880004,5.3706380281276624,5.389071729816501
Ecommerce & Retail,56.92,pages likes,10,2021,4,10,2021,4,False,7.7886260656250315,10.705354599810315,11.11205976335696
Ecommerce & Retail,4.12,Messages,3,2022,1,3,2022,1,False,1.791759469228055,7.954723334497908,8.288534459413917
Ecommerce & Retail,30.0,post engagement,8,2020,3,8,2020,3,False,7.7102051944325325,11.200978021980525,11.963319323321793
Travel,292.39,post engagement,7,2019,3,6,2019,2,False,10.461845406747434,13.197253757682686,13.724015690590308
Ecommerce & Retail,1.74,Traffic,5,2020,2,5,2020,2,False,4.68213122712422,7.323830566202317,7.329093736246592
Ecommerce & Retail,53.65,CONVERSIONS,5,2022,2,4,2022,2,False,1.3862943611198906,10.372772173357246,11.239553841191775
Travel,35.71,post engagement,1,2019,1,1,2019,1,True,8.19863945529737,11.433026913572343,11.754670923004099
Travel,10.0,post engagement,1,2019,1,12,2018,4,False,8.224163512637862,11.081788640105605,11.153217354199793
Travel,46.07,Messages,12,2021,4,11,2021,4,False,4.663439094112067,10.351852494959513,10.851858177873694
Travel,18.81,post engagement,1,2022,1,1,2022,1,False,9.501067802613925,9.945540788767127,10.056637732029802
Travel,16.02,post engagement,6,2021,2,6,2021,2,False,6.2766434893416445,9.882110686776542,9.993099711225815
Ecommerce & Retail,6.0,Traffic,8,2021,3,8,2021,3,False,5.062595033026967,10.284830718523883,10.670558759761432
Travel,45.12,Messages,1,2022,1,1,2022,1,False,3.713572066704308,10.537309267011258,11.178375379831667
Ecommerce & Retail,11.0,post engagement,10,2021,4,10,2021,4,False,6.295266001439646,9.023649282664286,9.226705726062447
Ecommerce & Retail,102.84,post engagement,10,2021,4,9,2021,3,False,9.245900547374733,11.548765469964032,12.260338268170228
Automotive,143.52,lead generation,5,2021,2,4,2021,2,False,5.62040086571715,11.54572173938531,12.591263615198248
Travel,69.19,lead generation,1,2022,1,1,2022,1,True,5.575949103146316,11.19459172665227,11.86168617380529
Ecommerce & Retail,12.0,Traffic,7,2021,3,7,2021,3,False,5.723585101952381,11.17594109723226,11.721864609668453
Ecommerce & Retail,102.12,Messages,7,2021,3,7,2021,3,False,3.332204510175204,11.174651606402387,12.03946891398827
Ecommerce & Retail,10.47,Traffic,12,2021,4,11,2021,4,False,5.147494476813453,9.69109846411978,9.908077004869936
Travel,32.68,post engagement,6,2021,2,6,2021,2,False,7.8328075165248645,11.1714627968338,11.288856485579517
Automotive,32.79,post engagement,9,2021,3,9,2021,3,False,7.875119281040293,11.051016981438853,11.527538177338075
B2B,0.6,post engagement,6,2021,2,6,2021,2,False,1.791759469228055,6.481577129276431,6.591673732008658
Ecommerce & Retail,10.0,Traffic,11,2020,4,11,2020,4,True,5.676753802268282,10.059165636715807,10.301827335701704
Travel,41.69,CONVERSIONS,5,2022,2,5,2022,2,True,0.6931471805599453,8.664923303440572,8.916371914881694
Travel,20.37,post engagement,1,2019,1,1,2019,1,False,8.021584533455107,11.2193728612867,11.564445233710527
Ecommerce & Retail,251.11,pages likes,11,2021,4,10,2021,4,False,7.962415680121064,11.735428811397014,12.563907916029597
Ecommerce & Retail,31.73,post engagement,11,2020,4,11,2020,4,False,6.413458957167357,10.703761188563927,11.245385831353191
Automotive,57.44,Traffic,10,2021,4,10,2021,4,False,8.229511118964457,11.71323427677857,12.428547973632975
Automotive,10.33,lead generation,1,2022,1,1,2022,1,False,2.5649493574615367,8.067462667010057,8.427924723658055
Ecommerce & Retail,330.98,pages likes,10,2021,4,10,2021,4,True,8.62604759632832,12.078529004771553,12.992083834637409
Travel,12.64,post engagement,3,2022,1,2,2022,1,False,10.166543885161504,10.540725538656556,10.628908293646369
Ecommerce & Retail,3.11,post engagement,7,2020,3,6,2020,2,False,4.804021044733257,8.236685322712457,8.253748343328501
Travel,22.86,pages likes,10,2019,4,9,2019,3,False,7.685703061234547,10.934552353218534,11.94217871171484
Automotive,80.61,Traffic,6,2021,2,6,2021,2,False,8.60061479955531,11.599919341806732,12.61878807310212
Ecommerce & Retail,12.0,Traffic,11,2021,4,11,2021,4,True,5.111987788356544,9.535101442669385,9.938854696373419
Ecommerce & Retail,20.0,post engagement,4,2022,2,4,2022,2,False,7.355001921105257,10.204221576482523,10.631446703548116
Ecommerce & Retail,13.0,post engagement,4,2021,2,4,2021,2,False,5.564520407322694,9.055205875026193,10.00487016682473
Ecommerce & Retail,178.45,post engagement,8,2021,3,8,2021,3,False,8.929700114313448,11.757039588718067,13.088976176186389
Ecommerce & Retail,25.0,post engagement,6,2020,2,6,2020,2,False,5.351858133476067,7.910957382845589,8.11102783819368
Ecommerce & Retail,54.25,CONVERSIONS,5,2022,2,5,2022,2,False,3.4339872044851463,10.899439380817963,12.161681790195365
Ecommerce & Retail,94.35,Messages,3,2021,1,2,2021,1,False,4.962844630259907,10.275602680962738,11.710816847171511
Ecommerce & Retail,276.26,pages likes,10,2021,4,10,2021,4,False,8.06117135969092,12.222255986004269,12.848707805376165
Ecommerce & Retail,3.73,post engagement,4,2020,2,4,2020,2,True,4.204692619390966,8.130059039992796,8.648221453822641
Ecommerce & Retail,6.99,post engagement,5,2021,2,5,2021,2,True,6.338594078203183,8.639587799629844,8.834482608620677
Travel,12.0,Messages,6,2020,2,6,2020,2,False,4.189654742026425,9.543163100092235,9.840121676914308
Ecommerce & Retail,91.41,post engagement,4,2020,2,4,2020,2,True,8.606302366488013,12.082961063352151,13.012608777438231
Ecommerce & Retail,31.39,Traffic,2,2021,1,1,2021,1,False,6.779921907472252,9.658928824466434,9.793002819360856
Ecommerce & Retail,17.42,CONVERSIONS,4,2021,2,4,2021,2,False,0.6931471805599453,9.753187781764911,10.362430234422439
Ecommerce & Retail,15.89,pages likes,10,2021,4,10,2021,4,False,3.4339872044851463,8.666130304190608,8.865876285425417
Ecommerce & Retail,32.92,lead generation,6,2020,2,6,2020,2,False,3.332204510175204,10.102379394048045,10.902979077003044
Ecommerce & Retail,101.0,Traffic,4,2022,2,3,2022,1,False,9.076008659180891,11.461390036007309,12.417346024273897
Ecommerce & Retail,11.01,post engagement,10,2021,4,10,2021,4,False,7.262628600974241,9.870240958742492,10.276567200500137
Automotive,49.9,post engagement,8,2021,3,8,2021,3,False,11.07972424251526,11.756608626843686,12.175948433474622
Automotive,22.37,post engagement,4,2022,2,4,2022,2,False,10.18282238350008,10.612926301872958,10.96072213675026
Ecommerce & Retail,72.04,lead generation,3,2022,1,2,2022,1,False,4.276666119016055,10.329310689232171,11.467635169110421
B2B,80.95,lead generation,4,2019,2,3,2019,1,False,2.0794415416798357,10.182292842675238,11.083372561332974
Ecommerce & Retail,19.15,post engagement,1,2022,1,1,2022,1,False,6.249975242259483,9.546241016698438,9.97506375102535
Ecommerce & Retail,268.28,pages likes,9,2021,3,9,2021,3,False,8.522976436171964,11.483228853233392,12.41370857280251
Ecommerce & Retail,16.93,Traffic,5,2022,2,5,2022,2,True,7.563719668414366,11.243528529138556,11.585627449185973
Travel,41.23,post engagement,5,2019,2,5,2019,2,False,8.536995818712418,10.901173922614277,11.414143264672525
Ecommerce & Retail,21.64,Traffic,5,2022,2,5,2022,2,False,7.253470382684528,11.567423119906431,12.30657387395203
Ecommerce & Retail,45.63,Traffic,6,2021,2,6,2021,2,False,8.620110725422924,11.468116365835016,11.917350031903146
Travel,3.44,Traffic,12,2018,4,12,2018,4,False,5.631211781821365,9.064505023752638,9.112286431500795
Ecommerce & Retail,191.43,CONVERSIONS,3,2022,1,1,2022,1,True,1.791759469228055,12.036066936378816,12.928849014204035
Ecommerce & Retail,7.16,post engagement,5,2022,2,5,2022,2,False,9.421168397567744,9.943717371755195,10.078532700359306
Ecommerce & Retail,2.93,Traffic,5,2020,2,5,2020,2,False,5.455321115357702,9.463198053273784,9.62092568277892
Ecommerce & Retail,9.77,Messages,8,2021,3,8,2021,3,False,1.9459101490553132,8.51197962436335,8.701512750872865
Ecommerce & Retail,352.84,Messages,1,2022,1,12,2021,4,False,4.709530201312334,10.986546174277471,12.329877513505052
Ecommerce & Retail,105.54,Messages,12,2021,4,11,2021,4,False,4.7535901911063645,10.710141973889668,11.55158833024762
Ecommerce & Retail,24.05,Traffic,5,2020,2,5,2020,2,False,7.255591274253665,10.153506697855693,11.508304806149503
Ecommerce & Retail,9.27,post engagement,10,2020,4,10,2020,4,False,6.61338421837956,9.525516008736886,9.562475024372697
Ecommerce & Retail,16.99,Messages,3,2022,1,3,2022,1,False,1.6094379124341003,8.739536422559677,9.442721128642875
Ecommerce & Retail,30.0,Traffic,11,2020,4,11,2020,4,False,7.630946580890459,11.62195922599435,12.198755943629793
Ecommerce & Retail,14.0,post engagement,2,2022,1,1,2022,1,True,7.055312843339752,8.977777598745481,9.266909723464076
Ecommerce & Retail,6.49,post engagement,10,2020,4,10,2020,4,False,4.990432586778736,9.412872969386267,9.558458813231795
Ecommerce & Retail,80.78,post engagement,7,2021,3,6,2021,2,True,8.246958032568177,10.853773831668242,11.525170191386666
Ecommerce & Retail,17.5,pages likes,4,2022,2,4,2022,2,True,6.040254711277414,9.36947859331448,9.686885061765299
Ecommerce & Retail,0.0,post engagement,7,2021,3,7,2021,3,False,1.791759469228055,4.736198448394496,4.74493212836325
Ecommerce & Retail,65.82,Messages,3,2022,1,2,2022,1,False,3.332204510175204,10.878198124539677,11.559217272749507
Ecommerce & Retail,141.37,Traffic,8,2021,3,8,2021,3,True,9.120415664448196,12.565385606839344,13.748698521013766
Ecommerce & Retail,30.0,Traffic,5,2019,2,5,2019,2,True,1.0986122886681098,8.17131687471973,8.236685322712457
Ecommerce & Retail,56.54,pages likes,11,2020,4,11,2020,4,False,5.3230099791384085,10.154751979566992,10.906011025007926
Ecommerce & Retail,112.64,Messages,5,2022,2,5,2022,2,True,4.127134385045092,10.84099168080948,11.32350678305764
Ecommerce & Retail,4.94,Messages,5,2022,2,5,2022,2,False,1.791759469228055,8.395703293828527,8.450839690866216
B2B,40.76,lead generation,3,2021,1,3,2021,1,False,3.6888794541139363,9.667322082870054,10.309285938434412
Travel,0.1,post engagement,1,2019,1,1,2019,1,False,2.4849066497880004,5.739792912179234,5.762051382780177
Travel,115.43,Messages,2,2022,1,2,2022,1,False,4.276666119016055,10.751606504306949,11.751580095104345
Ecommerce & Retail,6.0,Traffic,8,2021,3,8,2021,3,True,6.180016653652572,10.271458456216711,10.608686814120215
Ecommerce & Retail,9.99,Traffic,3,2021,1,2,2021,1,True,4.927253685157205,9.696524881825722,10.728474070001383
Ecommerce & Retail,53.95,CONVERSIONS,5,2022,2,5,2022,2,False,3.295836866004329,9.985850642961251,11.807630319857294
Ecommerce & Retail,108.03,CONVERSIONS,5,2022,2,4,2022,2,False,3.1780538303479458,11.276759995304156,12.380677001179722
Ecommerce & Retail,78.66,CONVERSIONS,8,2021,3,8,2021,3,False,0.6931471805599453,9.708202329350314,10.367818874622333
Ecommerce & Retail,64.03,post engagement,12,2020,4,12,2020,4,False,6.525029657843462,10.82430800969668,11.391446859098352
Automotive,29.07,post engagement,2,2022,1,2,2022,1,False,7.261225091971921,10.430373515848633,10.82456680114208
Ecommerce & Retail,31.76,post engagement,7,2021,3,7,2021,3,False,7.436617265234227,10.466554521147781,10.908173703172075
Ecommerce & Retail,10.0,post engagement,3,2021,1,3,2021,1,False,7.251344983372214,9.384965722135666,9.591239526139097
Automotive,6.64,lead generation,1,2022,1,1,2022,1,False,2.9444389791664403,8.108021221376747,8.220133957151859
Ecommerce & Retail,12.0,Traffic,8,2021,3,8,2021,3,False,5.8998973535824915,10.781951798869827,11.07601612832089
Travel,11.17,lead generation,1,2022,1,1,2022,1,False,3.4011973816621555,10.037362636092155,10.193392153341007
Ecommerce & Retail,17.8,post engagement,10,2019,4,10,2019,4,True,6.884486652042782,10.236274435146306,10.621278564008833
Ecommerce & Retail,59.71,Traffic,3,2021,1,3,2021,1,False,8.096817470572319,11.831633709152111,12.885458065959698
Ecommerce & Retail,30.0,Traffic,12,2021,4,12,2021,4,False,5.8888779583328805,9.228376734462282,9.506436943028982
B2B,135.42,lead generation,3,2021,1,3,2021,1,False,4.584967478670572,10.842889158907376,11.7570709241561
Ecommerce & Retail,0.39,post engagement,9,2021,3,8,2021,3,False,2.4849066497880004,5.991464547107982,6.003887067106539
Ecommerce & Retail,2.57,lead generation,9,2020,3,9,2020,3,False,0.6931471805599453,7.803026643632217,7.820840879907344
Ecommerce & Retail,52.02,post engagement,10,2019,4,10,2019,4,False,7.649216319820633,11.054581595759815,12.095275154047503
Ecommerce & Retail,480.3,Traffic,6,2019,2,6,2019,2,False,9.18307194482199,11.771212196819883,14.540174331779504
Ecommerce & Retail,22.17,post engagement,11,2020,4,11,2020,4,False,5.713732805509369,9.914674741926692,10.389672062385667
Ecommerce & Retail,10.0,post engagement,7,2021,3,7,2021,3,False,3.5263605246161616,7.760893195851024,8.658692753689937
Ecommerce & Retail,7.01,post engagement,9,2021,3,9,2021,3,False,6.601230118728877,9.229456489168413,9.44596570079245
Ecommerce & Retail,9.25,post engagement,6,2021,2,6,2021,2,False,7.60887062919126,9.76617760157152,10.09575944018325
Ecommerce & Retail,81.69,Traffic,6,2020,2,6,2020,2,False,7.905810312658931,11.376888077819869,12.472532358342587
Ecommerce & Retail,9.1,post engagement,3,2020,1,3,2020,1,False,7.080867896690782,10.94137625615777,11.186350092426327
Ecommerce & Retail,55.8,Traffic,6,2020,2,5,2020,2,True,6.324358962381311,9.090091799380007,11.304904488926127
Automotive,22.19,Traffic,4,2022,2,4,2022,2,False,6.492239835020471,11.123992937496425,11.69741134459356
B2B,149.82,lead generation,9,2021,3,9,2021,3,False,4.812184355372417,10.852516492998056,11.389774296637176
Ecommerce & Retail,22.06,pages likes,4,2022,2,4,2022,2,False,5.966146739123692,9.456027887725288,9.89957992770511
Ecommerce & Retail,13.2,Traffic,5,2020,2,5,2020,2,False,7.243512974665482,11.19833800020246,11.558653803675258
Ecommerce & Retail,4.01,post engagement,10,2020,4,9,2020,3,False,4.919980925828125,9.08839870117094,9.175645402179295
Travel,73.0,post engagement,1,2019,1,1,2019,1,False,9.3615151997733,12.39504288410708,13.094212843087861
Ecommerce & Retail,2.26,pages likes,5,2020,2,5,2020,2,False,4.6913478822291435,7.781973234434385,8.014666370464942
B2B,38.88,lead generation,8,2020,3,8,2020,3,False,4.61512051684126,10.3321807867635,11.04290583559649
Automotive,459.35,post engagement,8,2021,3,7,2021,3,False,9.744960644307891,12.359188504400583,14.265045500645595
Ecommerce & Retail,10.0,post engagement,5,2022,2,4,2022,2,True,6.415096959171596,10.274809700521592,10.682147070420287
Ecommerce & Retail,248.16,pages likes,10,2021,4,10,2021,4,True,8.145549631783584,11.772393230940837,12.594245772032036
Ecommerce & Retail,10.35,Traffic,5,2021,2,4,2021,2,True,6.54965074223381,11.169335960580131,12.056568653109894
Travel,28.61,Traffic,11,2021,4,11,2021,4,False,7.533693709848633,11.588403926146134,12.023993059458942
Travel,83.98,post engagement,7,2021,3,7,2021,3,False,8.584851839890053,11.915305820116469,12.575281708178368
Ecommerce & Retail,5.0,post engagement,6,2021,2,6,2021,2,False,6.35088571671474,8.623892810075294,8.863898604317479
Travel,58.64,Traffic,1,2022,1,1,2022,1,False,8.68929604801586,11.56013342573478,12.212000043744963
Ecommerce & Retail,44.61,post engagement,11,2020,4,11,2020,4,False,6.566672429803241,9.83761480838542,10.256606180272083
Ecommerce & Retail,5.0,post engagement,6,2021,2,6,2021,2,False,6.066108090103747,8.246433786160365,8.419580362549237
Ecommerce & Retail,16.94,lead generation,11,2020,4,11,2020,4,False,2.1972245773362196,8.603187384583098,9.484709215365838
Ecommerce & Retail,60.0,Traffic,4,2019,2,4,2019,2,False,4.060443010546419,10.154090616746489,10.500068765119742
Ecommerce & Retail,12.0,Messages,6,2021,2,5,2021,2,False,2.995732273553991,9.08398318309966,9.533437849648918
Travel,13.54,post engagement,12,2018,4,12,2018,4,True,8.460411177317253,11.15351822026652,11.574754067593162
Ecommerce & Retail,10.0,post engagement,3,2021,1,3,2021,1,False,6.950814768442584,9.29182818882245,9.558600006313569
Ecommerce & Retail,4.04,post engagement,1,2021,1,1,2021,1,True,6.111467339502679,9.339349052539717,9.724719673941472
Ecommerce & Retail,43.32,Traffic,6,2020,2,6,2020,2,False,6.984716320118266,11.098878639030689,11.859948983379144
Ecommerce & Retail,30.0,post engagement,5,2021,2,5,2021,2,False,8.647168267837984,10.852226113276135,11.43650867570218
Ecommerce & Retail,108.8,CONVERSIONS,6,2021,2,5,2021,2,False,7.884199933676039,12.242255093981951,13.686289860926836
Ecommerce & Retail,12.0,Traffic,8,2021,3,8,2021,3,True,6.54534966033442,10.00061426326685,10.311615778063777
Travel,133.87,Traffic,11,2021,4,11,2021,4,False,9.369563877524161,12.949473204952904,14.211850154961922
Ecommerce & Retail,20.0,post engagement,5,2021,2,5,2021,2,False,7.346010209913293,9.952896572793671,10.379504316595238
Travel,13.13,Messages,3,2022,1,2,2022,1,False,2.5649493574615367,9.506362568702965,9.740380214665977
Travel,135.77,post engagement,6,2021,2,6,2021,2,False,7.8632667240095735,12.376060115915205,12.50861500495139
Ecommerce & Retail,120.27,Messages,1,2021,1,1,2021,1,False,4.624972813284271,10.517699745007931,11.2297133871899
Ecommerce & Retail,32.05,post engagement,9,2021,3,9,2021,3,True,7.374629015218945,10.234839560272293,10.62750335675854
Automotive,17.94,post engagement,6,2021,2,6,2021,2,False,9.40195197567723,9.608109273449877,10.750706838407863
Ecommerce & Retail,38.26,Traffic,3,2020,1,3,2020,1,True,7.0192966537150445,11.408642146704691,12.264846143308507
Ecommerce & Retail,35.0,Traffic,12,2020,4,12,2020,4,False,7.422971251049421,11.686164231155798,12.264789566488957
Ecommerce & Retail,7.86,lead generation,12,2020,4,12,2020,4,False,1.0986122886681098,8.389359819906353,8.555066843844319
Ecommerce & Retail,222.08,pages likes,10,2021,4,9,2021,3,False,7.97728198675515,11.152285527968122,12.252703336858469
Ecommerce & Retail,15.0,Traffic,11,2020,4,11,2020,4,False,7.081708586105575,11.154892456421925,11.731378030796314
Ecommerce & Retail,95.89,post engagement,3,2019,1,3,2019,1,True,10.162307080302808,11.098348973993602,12.132727459304359
Ecommerce & Retail,25.89,post engagement,6,2020,2,6,2020,2,False,9.911654115202522,10.711413259732158,11.44858958996521
Ecommerce & Retail,255.37,CONVERSIONS,2,2022,1,1,2022,1,False,2.302585092994046,12.510416388221277,13.55073348501407
Ecommerce & Retail,34.99,post engagement,5,2021,2,5,2021,2,True,8.075893630298857,10.451435535603869,10.72952529543272
Ecommerce & Retail,15.0,post engagement,5,2022,2,4,2022,2,False,6.76849321164863,9.98419157995109,10.439951682857124
Travel,28.93,Traffic,12,2021,4,12,2021,4,True,7.57095858316901,11.056619591646689,11.73658888113129
Ecommerce & Retail,38.0,Traffic,12,2020,4,12,2020,4,False,8.18757739559151,11.608099271839823,12.33998271644702
Ecommerce & Retail,11.86,post engagement,4,2022,2,4,2022,2,True,6.068425588244111,9.54716968769421,9.879194859967084
Ecommerce & Retail,99.8,CONVERSIONS,1,2022,1,12,2021,4,False,8.155936337972394,12.397163968598287,13.7387796103546
Ecommerce & Retail,17.74,Messages,2,2022,1,2,2022,1,False,1.9459101490553132,8.483636407887394,8.896861744480391
Ecommerce & Retail,265.79,CONVERSIONS,9,2021,3,8,2021,3,False,4.812184355372417,12.01894154138328,13.290687424554429
Ecommerce & Retail,6.99,post engagement,5,2021,2,5,2021,2,True,6.028278520230698,9.061724347647399,9.406811351874557
Travel,40.0,post engagement,1,2019,1,12,2018,4,False,7.848153086199526,11.157406994914858,11.26221799530981
Ecommerce & Retail,19.51,lead generation,2,2022,1,2,2022,1,False,3.2188758248682006,9.702900186935281,10.159949819043163
Travel,36.54,post engagement,2,2022,1,2,2022,1,False,9.268326221174837,9.741733036682138,10.037887318015784
