sector,amount,objective,end_month,end-year,end_quarter,start_month,start_year,start_quarter,Is_Weekend,result,reach,impressions
Ecommerce & Retail,33.03,post engagement,4,2020,2,4,2020,2,False,6.150602768446279,9.913487387114461,11.414706057463768
Ecommerce & Retail,10.63,Traffic,12,2021,4,11,2021,4,False,5.030437921392435,9.710691327448153,9.913883328718248
Ecommerce & Retail,34.73,post engagement,4,2020,2,4,2020,2,False,10.111192540161147,10.505642716590316,11.749877242415298
Travel,105.25,post engagement,9,2021,3,8,2021,3,False,7.993619994827744,11.440784787192547,12.71732617773029
Ecommerce & Retail,109.73,CONVERSIONS,5,2022,2,5,2022,2,False,2.0794415416798357,11.210535763646174,12.38780652967838
Ecommerce & Retail,230.75,lead generation,3,2021,1,1,2021,1,False,5.916202062607435,11.671765134283618,12.941946405736113
Ecommerce & Retail,20.0,Messages,2,2022,1,2,2022,1,False,2.8903717578961645,8.731174900938061,9.797293356129725
Ecommerce & Retail,56.2,CONVERSIONS,11,2021,4,11,2021,4,False,9.906134047477034,11.432257561902773,12.521623986969537
Ecommerce & Retail,1.9,post engagement,10,2020,4,10,2020,4,False,4.290459441148391,8.304989580140361,8.32020459757888
Ecommerce & Retail,37.9,CONVERSIONS,5,2022,2,5,2022,2,True,3.5553480614894135,10.393324445863634,11.596494256389546
Ecommerce & Retail,5.41,post engagement,10,2021,4,10,2021,4,False,8.055475141757274,8.42639282708974,8.614138397472717
Automotive,11.72,post engagement,1,2022,1,1,2022,1,True,6.647688373563329,9.79929302351827,9.95208722237219
Ecommerce & Retail,34.95,Traffic,6,2021,2,6,2021,2,False,7.8636512654486515,11.550307951157558,12.429752053247693
Ecommerce & Retail,5.56,post engagement,11,2020,4,11,2020,4,False,5.958424693029782,8.087025470667701,8.201934351194222
B2B,7.78,lead generation,4,2021,2,4,2021,2,True,1.6094379124341003,8.37516869138682,8.575462099540212
Ecommerce & Retail,28.15,Messages,4,2022,2,4,2022,2,False,2.9444389791664403,9.647433337764658,9.936438652675815
Ecommerce & Retail,50.0,Traffic,5,2019,2,5,2019,2,False,4.2626798770413155,9.136155473786806,9.95807043030642
B2B,17.27,lead generation,4,2019,2,4,2019,2,False,1.3862943611198906,9.490620114661201,9.92373125901317
Travel,1.22,post engagement,11,2018,4,11,2018,4,False,6.837332814685591,8.347827345782498,8.366370301681654
Ecommerce & Retail,20.0,Messages,2,2021,1,2,2021,1,False,2.5649493574615367,8.512984346642183,9.387900611668426
Ecommerce & Retail,29.91,post engagement,11,2020,4,11,2020,4,False,6.647688373563329,10.290109572842812,10.869025486978895
Automotive,37.82,post engagement,4,2022,2,4,2022,2,False,10.906854659287504,11.279542165925827,11.933535310404846
Ecommerce & Retail,12.0,Traffic,8,2021,3,8,2021,3,False,5.877735781779639,9.45946351224934,9.703083488191409
Travel,205.68,post engagement,2,2022,1,1,2022,1,True,13.025812828660406,12.73325378565573,13.71363396638898
Travel,10.0,Traffic,7,2019,3,7,2019,3,True,7.756195343948118,10.717280334365933,11.124627160483929
B2B,10.97,lead generation,12,2021,4,12,2021,4,False,1.6094379124341003,8.021256180143997,8.081165777725433
Ecommerce & Retail,112.8,pages likes,9,2021,3,9,2021,3,False,7.969357742016346,10.857767470314318,11.659067014309427
Ecommerce & Retail,60.16,pages likes,5,2022,2,4,2022,2,False,6.09807428216624,10.0650109866928,10.396139022323208
Ecommerce & Retail,10.97,post engagement,4,2020,2,4,2020,2,True,8.820847033377717,9.742438131017714,10.67710811724595
Travel,47.6,Messages,9,2021,3,9,2021,3,False,3.58351893845611,11.162857220082351,11.8284950409089
Ecommerce & Retail,139.89,Traffic,5,2021,2,5,2021,2,False,8.312626025674962,13.378325654349645,14.277810842491615
Ecommerce & Retail,33.49,lead generation,7,2020,3,7,2020,3,False,4.442651256490317,10.800146842461055,11.147685373226313
Automotive,119.26,Traffic,7,2021,3,7,2021,3,False,8.545002892055505,11.94752209958464,13.354766327864052
B2B,58.17,lead generation,6,2020,2,6,2020,2,True,3.9318256327243257,10.78991683637612,11.748076635408715
Ecommerce & Retail,5.0,post engagement,6,2021,2,6,2021,2,False,7.1459844677143876,9.161570207606754,9.398395460617898
Ecommerce & Retail,50.0,Traffic,2,2021,1,2,2021,1,False,6.695798917058491,10.327479965258176,11.801399723559697
Ecommerce & Retail,11.15,post engagement,10,2020,4,10,2020,4,False,6.2422232654551655,9.497997444115459,9.632859234650175
Ecommerce & Retail,133.5,lead generation,5,2021,2,4,2021,2,False,5.1647859739235145,11.006539969230259,12.03636322038698
Ecommerce & Retail,110.69,Traffic,6,2020,2,5,2020,2,True,8.72029728739272,12.290712462593303,13.272349397060813
Ecommerce & Retail,96.28,CONVERSIONS,8,2021,3,8,2021,3,False,3.091042453358316,11.36281162612522,11.948137059971444
Automotive,40.71,Traffic,6,2021,2,6,2021,2,False,8.434897948689407,11.385262533480073,12.01520265476626
Ecommerce & Retail,12.42,post engagement,4,2022,2,4,2022,2,True,8.092851027538384,10.183616169332995,10.537998757611117
Ecommerce & Retail,14.0,Messages,3,2021,1,3,2021,1,False,1.6094379124341003,9.521568058002977,9.836813419268136
Travel,16.97,Messages,1,2022,1,1,2022,1,True,4.394449154672439,9.591785974240127,9.989022840642392
Ecommerce & Retail,27.51,post engagement,5,2020,2,5,2020,2,False,10.384029211193527,11.278733605246044,11.928116456302831
Travel,216.36,post engagement,6,2019,2,6,2019,2,False,8.895903562215581,12.83119791164321,13.274562439778817
Travel,15.0,post engagement,1,2019,1,12,2018,4,False,8.904765846682814,11.546601991329613,11.682372837280576
Ecommerce & Retail,25.98,Traffic,3,2021,1,3,2021,1,False,7.419979923661835,11.264515386408132,12.411194782246564
Ecommerce & Retail,10.0,Traffic,5,2021,2,5,2021,2,False,5.056245805348308,10.767579316866689,10.94266825743481
Travel,14.44,post engagement,12,2018,4,12,2018,4,False,7.255591274253665,10.318803976694667,10.603262719386294
Ecommerce & Retail,45.0,post engagement,1,2021,1,12,2020,4,False,7.592870287844818,10.357139468227567,11.421292515858228
Ecommerce & Retail,28.23,lead generation,12,2020,4,12,2020,4,False,3.8501476017100584,9.247732491193245,9.973060255888088
Ecommerce & Retail,8.56,lead generation,6,2020,2,6,2020,2,True,1.9459101490553132,9.437714959818209,9.746073219448274
Automotive,31.05,post engagement,4,2022,2,3,2022,1,False,7.6787889981991535,11.331703303619575,11.675282381344585
Travel,47.57,Messages,9,2021,3,9,2021,3,False,3.7612001156935624,11.086701372402121,11.783616503889176
Ecommerce & Retail,46.57,Traffic,6,2020,2,6,2020,2,False,7.00850518208228,10.430137311649004,12.074721731077195
Ecommerce & Retail,238.12,CONVERSIONS,4,2022,2,4,2022,2,False,4.983606621708336,11.530018542396405,13.360045529226324
Ecommerce & Retail,7.14,post engagement,12,2020,4,12,2020,4,False,6.222576268071369,8.716207971151853,8.858652969548489
Ecommerce & Retail,101.5,Messages,7,2021,3,7,2021,3,False,3.6375861597263857,9.33485624667375,9.922260237859412
Ecommerce & Retail,48.44,pages likes,10,2021,4,10,2021,4,False,7.500529485395295,10.441675393057931,10.845036590624378
Ecommerce & Retail,25.0,post engagement,1,2022,1,1,2022,1,False,5.58724865840025,7.445417556701687,7.515889085215125
Ecommerce & Retail,57.25,Traffic,6,2020,2,5,2020,2,True,7.894690850425624,11.453780373109366,12.49341090888638
Travel,152.59,post engagement,1,2022,1,1,2022,1,False,9.928228944424575,13.042042297655549,13.79483631091794
Ecommerce & Retail,14.0,Messages,3,2021,1,3,2021,1,False,3.1780538303479458,8.721765357145012,9.248887781588422
Ecommerce & Retail,9.9,Traffic,10,2021,4,10,2021,4,False,5.634789603169249,10.187763831853076,10.68562955841758
B2B,7.7,lead generation,4,2021,2,4,2021,2,True,2.4849066497880004,8.299534570332597,8.572060092857077
Ecommerce & Retail,10.0,post engagement,3,2021,1,3,2021,1,True,6.78897174299217,9.217018026729423,9.526682784921174
Ecommerce & Retail,1.82,post engagement,10,2020,4,10,2020,4,False,2.1972245773362196,7.21890970761906,7.27931883541462
Ecommerce & Retail,49.28,post engagement,1,2021,1,1,2021,1,True,7.295735072749282,11.33721401321588,12.125821999572304
Automotive,21.28,post engagement,1,2022,1,1,2022,1,False,7.149131598557407,10.3407419831337,10.85892207152791
Ecommerce & Retail,64.83,post engagement,12,2021,4,12,2021,4,False,8.089789175789319,11.074342980399237,11.821593288081054
Ecommerce & Retail,6.0,Traffic,8,2021,3,8,2021,3,True,5.4116460518550396,9.93967482329784,10.238744765600796
Travel,86.01,Traffic,2,2022,1,2,2022,1,False,5.739792912179234,9.242710752006634,9.620793021595386
B2B,4.61,Messages,5,2022,2,5,2022,2,False,0.6931471805599453,7.551186867296149,7.692569648067906
Automotive,17.79,Traffic,4,2022,2,4,2022,2,False,6.966024187106113,10.819478239401281,11.43773844931995
Ecommerce & Retail,113.03,CONVERSIONS,1,2021,1,1,2021,1,False,7.759187438507795,10.872807071958002,13.005539631482383
Automotive,400.82,Traffic,8,2021,3,7,2021,3,False,10.196045219934657,13.26764743609572,14.876384287878741
Travel,6.85,post engagement,8,2021,3,7,2021,3,False,6.0867747269123065,9.462965052612562,9.537627699020323
Ecommerce & Retail,6.93,Messages,2,2021,1,2,2021,1,False,1.6094379124341003,9.598930562859502,9.82216903135854
Ecommerce & Retail,10.0,post engagement,3,2021,1,3,2021,1,False,6.892641641172089,9.342858751676328,9.678467241209058
Ecommerce & Retail,6.98,post engagement,5,2021,2,5,2021,2,True,6.674561391814426,9.124019665509655,9.314339961994667
Ecommerce & Retail,14.0,post engagement,3,2021,1,3,2021,1,False,6.663132695990803,8.778479952508487,9.125000324809168
Ecommerce & Retail,133.03,CONVERSIONS,12,2019,4,11,2019,4,False,2.0794415416798357,11.854193327033185,13.035050136676606
Ecommerce & Retail,15.0,Traffic,12,2020,4,12,2020,4,False,7.15305163493748,11.035163819991435,11.437932485928798
Ecommerce & Retail,41.98,post engagement,7,2019,3,7,2019,3,False,7.783640596221253,10.823929655532758,11.374364301371587
Ecommerce & Retail,16.34,Messages,3,2022,1,3,2022,1,False,2.6390573296152584,8.971448463693834,9.618468597503831
Ecommerce & Retail,22.57,post engagement,11,2020,4,11,2020,4,False,6.1675164908883415,10.457171496104019,10.713328286593352
Ecommerce & Retail,14.96,Traffic,5,2021,2,5,2021,2,True,7.4109518755836366,11.373065517792757,12.184419907834721
Ecommerce & Retail,5.0,post engagement,6,2021,2,6,2021,2,False,7.152268856032539,9.142275641062053,9.483340185641822
Ecommerce & Retail,69.8,Messages,4,2022,2,3,2022,1,False,4.418840607796598,10.634339875274723,11.402127973487557
Travel,52.66,post engagement,9,2021,3,8,2021,3,False,7.868254265520613,11.658574392818574,12.46282117121203
Travel,24.08,post engagement,12,2018,4,12,2018,4,False,7.444833273892193,9.953277217038643,10.212405048870064
Ecommerce & Retail,5.75,post engagement,9,2019,3,9,2019,3,False,5.762051382780177,9.473704136776757,9.575052927597383
Ecommerce & Retail,7.25,Messages,4,2020,2,4,2020,2,False,3.9512437185814275,9.860423463065102,10.202220834799924
Ecommerce & Retail,379.4,lead generation,10,2020,4,9,2020,3,False,4.969813299576001,12.220665647833075,13.559107490204958
Travel,42.89,Traffic,5,2022,2,5,2022,2,False,5.0238805208462765,9.170975648453906,9.559305672844863
Ecommerce & Retail,20.0,post engagement,4,2022,2,4,2022,2,False,7.283448228756631,10.127950233416236,10.424748538023646
Travel,14.47,post engagement,3,2019,1,2,2019,1,False,11.030606310001843,11.880010040208122,12.281040961767479
Ecommerce & Retail,34.83,post engagement,6,2020,2,6,2020,2,True,7.080867896690782,10.685583814855978,11.056398614611616
Ecommerce & Retail,9.74,post engagement,2,2021,1,2,2021,1,True,5.780743515792329,8.351846738828245,8.54772239645106
Ecommerce & Retail,39.1,CONVERSIONS,6,2021,2,6,2021,2,False,6.498282149476434,10.074116010739036,10.643995304455911
Ecommerce & Retail,5.71,CONVERSIONS,5,2022,2,5,2022,2,False,1.0986122886681098,9.179365567676752,9.661033752687418
Travel,21.99,lead generation,12,2018,4,12,2018,4,False,4.564348191467836,10.495072550185991,10.820977564985766
Ecommerce & Retail,15.0,Traffic,11,2020,4,11,2020,4,False,7.093404625868766,11.09402551213569,11.729366605224763
Ecommerce & Retail,623.62,Traffic,4,2019,2,4,2019,2,False,9.592946185938265,12.969177232263897,14.754604508892333
Travel,13.65,post engagement,1,2019,1,12,2018,4,False,7.784889295655098,11.130800836219972,11.373789826425874
Ecommerce & Retail,67.51,CONVERSIONS,1,2022,1,1,2022,1,False,1.0986122886681098,10.849434169317794,11.80894766169701
Ecommerce & Retail,20.0,post engagement,2,2022,1,2,2022,1,False,7.607381425639791,10.227019277881606,10.930406899234095
Ecommerce & Retail,22.61,post engagement,5,2020,2,5,2020,2,True,8.849657406639912,10.355072596257845,10.426765325491356
Automotive,5.78,post engagement,4,2022,2,3,2022,1,False,8.339500903005945,9.497397249034046,9.645946636996333
Automotive,175.75,Traffic,7,2021,3,7,2021,3,False,9.232590980911002,12.453943930769213,14.034722390190733
Ecommerce & Retail,2.94,post engagement,10,2019,4,10,2019,4,True,4.564348191467836,8.945984124827898,8.969669103793757
Ecommerce & Retail,7.95,post engagement,7,2021,3,7,2021,3,True,6.902742737158593,9.669851648501433,9.951991961595743
Ecommerce & Retail,12.15,Traffic,11,2019,4,11,2019,4,False,5.393627546352362,10.091169715572178,10.641775388760346
Ecommerce & Retail,56.19,Traffic,4,2019,2,4,2019,2,False,7.042286171939743,9.9533247873833,12.05106659998194
B2B,71.65,lead generation,6,2020,2,5,2020,2,False,4.634728988229636,11.320129239882252,12.177796620178437
Ecommerce & Retail,14.15,Messages,6,2021,2,6,2021,2,False,3.367295829986474,9.460086905084927,10.08318065797639
Ecommerce & Retail,59.17,post engagement,3,2020,1,3,2020,1,False,8.639764743804419,11.49092522469056,12.623196195795524
Ecommerce & Retail,35.0,Traffic,2,2021,1,1,2021,1,False,8.007034012193408,11.814081356463873,12.67921197831483
Automotive,8.28,post engagement,10,2021,4,9,2021,3,False,5.4510384535657,9.095939111666207,9.214232786691527
Ecommerce & Retail,12.0,Traffic,8,2021,3,8,2021,3,False,6.025865973825314,10.755154426298283,11.042025434076557
Travel,18.57,post engagement,1,2019,1,1,2019,1,False,8.50045386741194,10.924516606545858,11.471415734013476
Travel,2.82,post engagement,7,2019,3,7,2019,3,False,5.198497031265826,7.510430556378006,7.591861714889934
Automotive,25.2,CONVERSIONS,3,2022,1,3,2022,1,False,1.0986122886681098,8.371936178759098,9.385049695767997
Ecommerce & Retail,10.62,post engagement,3,2022,1,3,2022,1,False,7.9817332866918855,10.29667762976868,10.604553298340369
Ecommerce & Retail,55.03,Messages,5,2021,2,4,2021,2,False,4.248495242049359,10.168156850678836,11.040567065427815
Ecommerce & Retail,11.93,Traffic,8,2021,3,8,2021,3,False,4.382026634673881,9.580592724328602,9.891819747668446
Travel,43.82,pages likes,1,2019,1,12,2018,4,False,7.237059026124737,11.524389501078467,11.799314201423455
Ecommerce & Retail,15.23,post engagement,5,2021,2,4,2021,2,False,8.449556542700426,10.504875740356372,10.934427525970367
Ecommerce & Retail,12.0,Traffic,11,2021,4,11,2021,4,True,5.10594547390058,8.12651816878071,8.37539918579835
Ecommerce & Retail,13.84,post engagement,2,2022,1,2,2022,1,True,7.216709486709457,10.027826826791735,10.386870034471961
Ecommerce & Retail,3.81,post engagement,10,2020,4,10,2020,4,False,4.718498871295094,9.24435525056346,9.344084242025778
Ecommerce & Retail,96.35,CONVERSIONS,9,2021,3,8,2021,3,False,2.6390573296152584,11.63140159371543,12.30580937731771
Ecommerce & Retail,13.52,post engagement,11,2020,4,11,2020,4,False,6.617402977974478,9.650722071987907,10.125750716423031
Ecommerce & Retail,11.12,post engagement,3,2021,1,3,2021,1,True,7.399398083331354,9.94087967175319,10.313210250896933
Ecommerce & Retail,9.38,post engagement,10,2020,4,9,2020,3,False,5.2574953720277815,9.328390038749998,9.385133662349347
Ecommerce & Retail,135.7,CONVERSIONS,3,2022,1,2,2022,1,False,1.3862943611198906,11.725994437712842,12.819250865697185
Travel,72.8,Traffic,8,2021,3,8,2021,3,True,7.205635176410364,11.658894192298385,12.530978245779922
Ecommerce & Retail,10.83,Messages,4,2020,2,4,2020,2,True,3.7612001156935624,9.653807502217354,10.31088412749404
Travel,77.37,Messages,2,2022,1,2,2022,1,False,4.30406509320417,10.61521111866901,11.433990476882085
Ecommerce & Retail,19.63,CONVERSIONS,3,2022,1,3,2022,1,False,9.14216859187285,11.31877016481473,12.08604396530039
Travel,63.93,post engagement,1,2019,1,1,2019,1,True,8.77539495854551,12.135655546026104,12.618854255972032
Ecommerce & Retail,18.71,post engagement,11,2020,4,11,2020,4,False,4.852030263919617,9.588297240667746,9.80493712880685
Travel,120.0,post engagement,12,2018,4,12,2018,4,False,8.452974619089586,11.63648732655726,11.973124940178444
Ecommerce & Retail,29.91,Traffic,2,2021,1,1,2021,1,False,7.8351837552667485,9.934065253000266,12.056382834549568
Ecommerce & Retail,24.99,post engagement,11,2020,4,11,2020,4,False,4.7535901911063645,9.893689710056018,10.263606558877415
Ecommerce & Retail,10.98,post engagement,10,2021,4,10,2021,4,False,5.402677381872279,8.06211758275474,8.224699561967235
Automotive,19.61,post engagement,4,2022,2,4,2022,2,False,10.451146426347467,11.032079266945424,11.2726611868476
Ecommerce & Retail,13.96,CONVERSIONS,3,2022,1,3,2022,1,False,2.1972245773362196,9.469391461628812,9.972593750934676
Ecommerce & Retail,58.56,CONVERSIONS,4,2022,2,4,2022,2,False,4.31748811353631,10.363219861917235,11.813185600878612
Ecommerce & Retail,1.55,post engagement,5,2020,2,5,2020,2,False,4.143134726391533,7.798933310041217,7.826443135456014
Automotive,4.34,Traffic,4,2021,2,4,2021,2,False,6.054439346269371,9.588571307130579,9.726690706384874
Ecommerce & Retail,356.97,post engagement,6,2019,2,6,2019,2,False,9.355306142226368,11.89540849668647,14.070570518528799
Ecommerce & Retail,9.03,post engagement,11,2020,4,11,2020,4,False,4.48863636973214,9.30027247947679,9.894598158690211
Automotive,67.58,post engagement,7,2021,3,6,2021,2,False,11.319413528780622,10.744925419508215,12.018163507237189
Ecommerce & Retail,21.38,post engagement,2,2022,1,2,2022,1,False,10.541676837515393,10.952646957484708,11.202315887874743
Travel,162.7,Messages,3,2022,1,2,2022,1,False,4.955827057601261,11.502753909648732,12.471995953696723
Ecommerce & Retail,5.43,post engagement,4,2021,2,4,2021,2,True,5.6937321388027,8.20903626577507,8.771525284186465
B2B,38.72,lead generation,9,2020,3,9,2020,3,False,2.70805020110221,9.60184177306696,9.976087244950472
Ecommerce & Retail,212.42,pages likes,10,2021,4,10,2021,4,False,8.330622620332868,12.287164033915062,12.884776014657708
Ecommerce & Retail,9.81,post engagement,11,2021,4,11,2021,4,False,6.063785208687608,8.835646922534773,9.042868018032435
Ecommerce & Retail,18.57,post engagement,8,2021,3,8,2021,3,False,4.31748811353631,9.04981944514108,10.203925422776587
Ecommerce & Retail,40.54,Traffic,6,2020,2,6,2020,2,False,7.009408932708637,10.50848634631937,11.694546776649789
Travel,10.0,post engagement,6,2020,2,6,2020,2,False,6.421622267806518,9.93173481547423,10.209500581672632
Travel,248.42,post engagement,8,2021,3,8,2021,3,False,9.603800372956915,12.643517571076169,14.119689062974613
B2B,254.85,lead generation,5,2019,2,5,2019,2,False,6.505784060128229,12.040431198987417,13.541451272556602
Ecommerce & Retail,12.0,Traffic,7,2021,3,7,2021,3,False,5.697093486505405,10.592476097947214,11.01178611079366
Ecommerce & Retail,24.38,Traffic,2,2021,1,1,2021,1,False,6.761572768804055,10.560411522938548,11.522529201112922
Travel,3.11,Traffic,12,2018,4,12,2018,4,False,5.4116460518550396,9.072341873818893,9.162304922937626
Ecommerce & Retail,53.8,lead generation,3,2022,1,3,2022,1,False,4.2626798770413155,10.803018622594942,11.23727735967387
B2B,3.32,lead generation,6,2020,2,6,2020,2,True,1.3862943611198906,8.671286726753637,8.778017809698136
Ecommerce & Retail,151.83,lead generation,5,2020,2,4,2020,2,True,5.723585101952381,11.440967487612728,12.687859701709103
Ecommerce & Retail,56.05,CONVERSIONS,11,2021,4,10,2021,4,False,6.85751406254539,11.289781913656018,11.981484301004722
Ecommerce & Retail,39.54,Traffic,6,2020,2,5,2020,2,True,5.736572297479192,8.990815266184685,10.818197034893952
Automotive,10.83,post engagement,5,2022,2,5,2022,2,False,5.41610040220442,9.638805604313408,9.953134492425542
Travel,0.1,Traffic,10,2019,4,10,2019,4,False,1.0986122886681098,3.1780538303479458,3.1780538303479458
B2B,15.62,lead generation,11,2020,4,11,2020,4,False,1.0986122886681098,8.713253274320705,9.357897936333798
Travel,8.53,Messages,1,2022,1,1,2022,1,False,1.791759469228055,9.337589572891646,9.549736900114642
Ecommerce & Retail,6.36,post engagement,11,2020,4,11,2020,4,False,8.518991573357617,8.911529941736559,8.926251835034533
Ecommerce & Retail,17.06,post engagement,6,2021,2,5,2021,2,False,7.456454555176209,9.979012377622373,10.567205922405261
B2B,58.18,lead generation,9,2020,3,9,2020,3,False,2.6390573296152584,10.482821930623263,11.135697898273303
Ecommerce & Retail,34.18,pages likes,3,2022,1,3,2022,1,False,7.038783541388542,9.786110684382555,10.33484780193963
Automotive,17.0,Traffic,2,2022,1,2,2022,1,False,5.241747015059643,9.370842268630211,9.95631716618066
Travel,10.74,post engagement,6,2021,2,6,2021,2,False,7.483806687665835,10.256992477269039,10.41000390471402
Ecommerce & Retail,74.02,post engagement,8,2021,3,8,2021,3,False,7.987184748233473,10.944205862785335,12.057485626465848
Ecommerce & Retail,209.08,pages likes,11,2021,4,11,2021,4,False,7.959625305098115,11.718165704146749,12.398262021522479
Ecommerce & Retail,138.01,Messages,7,2021,3,7,2021,3,False,5.093750200806762,11.722643293245943,12.427065886583497
Travel,70.34,Traffic,1,2022,1,1,2022,1,True,9.049349685884057,11.696005067708077,12.242086298482121
Ecommerce & Retail,107.7,Traffic,6,2020,2,6,2020,2,False,7.968319500012717,11.791284209961125,12.937413569783043
Ecommerce & Retail,46.37,post engagement,3,2020,1,3,2020,1,False,7.653969180478774,11.390362272547103,12.16128446274004
Automotive,60.0,Traffic,10,2021,4,10,2021,4,False,8.194229304819817,11.552415372656641,12.47759865886697
B2B,19.51,pages likes,2,2022,1,2,2022,1,True,4.718498871295094,8.407601514786142,8.738895704934043
Ecommerce & Retail,6.96,post engagement,5,2021,2,5,2021,2,True,7.0431599159883405,9.388402871849754,9.65033572298117
Ecommerce & Retail,38.0,Traffic,12,2020,4,12,2020,4,False,8.116417072794205,11.895613125388405,12.63234641066458
Automotive,83.63,post engagement,8,2021,3,8,2021,3,False,11.3064054734599,10.713728642470587,12.506843682523673
Travel,2.18,Messages,11,2021,4,11,2021,4,False,1.0986122886681098,7.252762418053187,7.311218384419629
Automotive,53.76,post engagement,5,2021,2,5,2021,2,False,11.412773583019787,11.363206616720285,12.432666238600232
Ecommerce & Retail,10.69,post engagement,3,2022,1,2,2022,1,False,8.118207049405783,10.269553264861555,10.575998258245631
Ecommerce & Retail,21.44,post engagement,4,2021,2,4,2021,2,False,8.147867129923947,10.268790170825218,10.749420195723987
Ecommerce & Retail,14.45,post engagement,4,2022,2,4,2022,2,True,8.24800570160062,10.151635862839903,10.652731472447943
Travel,111.79,Traffic,7,2021,3,7,2021,3,False,7.513163545234075,11.532620243313664,12.329873095734126
Ecommerce & Retail,49.07,CONVERSIONS,3,2022,1,3,2022,1,False,2.4849066497880004,7.91644286012226,10.274878680310541
Ecommerce & Retail,9.94,post engagement,10,2021,4,10,2021,4,False,8.330140460246382,9.841558955913962,10.10524402196869
Ecommerce & Retail,36.63,post engagement,11,2020,4,11,2020,4,False,6.951772164398911,10.344609337852328,10.76259398788244
Ecommerce & Retail,91.95,CONVERSIONS,9,2021,3,8,2021,3,False,1.0986122886681098,11.62254191129355,12.417171955289513
Ecommerce & Retail,99.6,Traffic,6,2020,2,6,2020,2,False,7.751475318021456,12.359990441099141,12.990857360891605
B2B,101.13,lead generation,10,2020,4,10,2020,4,False,4.727387818712341,10.702997246586362,11.58295513213208
Ecommerce & Retail,34.7,Traffic,9,2021,3,9,2021,3,False,7.771488760117616,12.338932562765548,12.91716042677258
Ecommerce & Retail,16.82,Messages,5,2021,2,5,2021,2,False,3.5553480614894135,9.645946636996333,10.027296838262414
Ecommerce & Retail,65.26,post engagement,11,2020,4,11,2020,4,False,8.927181388251986,11.236605267927818,12.14480344101494
Ecommerce & Retail,88.83,CONVERSIONS,11,2021,4,11,2021,4,False,10.35951902421498,11.541367138601531,12.810839330466978
Ecommerce & Retail,14.0,post engagement,2,2022,1,2,2022,1,True,6.333279628139691,8.858510813033927,9.299449547047958
Ecommerce & Retail,10.53,Traffic,12,2021,4,11,2021,4,False,5.267858159063328,10.260847261969445,10.501499537981035
Automotive,8.57,lead generation,4,2021,2,4,2021,2,False,1.6094379124341003,7.463936604468925,7.597897950521784
Travel,1.45,post engagement,11,2018,4,11,2018,4,False,5.3706380281276624,7.167809184316444,7.192182058713246
Travel,14.21,post engagement,6,2021,2,6,2021,2,False,5.973809611869261,9.586651262653996,9.653037036689675
Ecommerce & Retail,157.63,post engagement,8,2021,3,8,2021,3,False,5.929589143389895,9.44951474036292,10.76170415731525
Ecommerce & Retail,1.89,post engagement,6,2021,2,5,2021,2,True,5.739792912179234,8.256347772918016,8.44009614103127
Ecommerce & Retail,10.13,post engagement,3,2022,1,2,2022,1,False,6.901737206656574,9.33078652505205,9.578242059529382
Ecommerce & Retail,4.62,post engagement,11,2020,4,11,2020,4,False,4.709530201312334,8.96610085736724,9.0217190130337
Ecommerce & Retail,133.01,lead generation,4,2022,2,4,2022,2,False,4.2626798770413155,10.415622319000747,11.374651415133773
